DriverID,City,SignupDate,LastActiveDate,DaysSinceLastTrip,TotalTrips,TripsPerWeek,HoursOnlinePerDay,Utilisation,AverageDailyEarnings_GHS,EarningsPerWeek,Ratings,CancellationRate,IncentiveParticipation,EngagementScore,churn
411251,Accra,16/10/2023,04/02/2025,320,1555,,11.8,0.78,299.5,2096.5,4,0.32,1,0.71,0
461799,Takoradi,29/03/2022,02/10/2022,1176,10796,57,,0.79,100,700,5,0.27,1,0.62,1
944445,Cape Coast,22/04/2022,26/07/2025,148,8431,93,,0.74,,,3,0.27,1,0.13,1
519230,Tamale,27/02/2024,25/06/2024,544,5651,99,10.9,0.62,608.1,,5,0.32,1,0.78,1
277398,Accra,05/11/2023,31/12/2023,721,5186,91,11.6,0.73,429.4,3005.8,5,0.2,1,,1
428085,Kumasi,12/11/2023,05/07/2024,534,200,125,7.4,0.42,614.4,4300.8,5,,0,0.5,1
847146,Kumasi,30/12/2022,19/08/2023,855,200,147,4,0.57,528.3,3698.1,5,0.24,0,0.74,1
582757,Accra,20/06/2022,11/08/2025,132,6622,52,6.2,0.65,481.9,3373.3,,0.33,1,0.59,0
785352,Tamale,25/10/2023,27/02/2025,297,8331,124,4,0.44,222.8,1559.6,4,0.35,,0.69,0
338078,Accra,20/09/2023,29/10/2024,418,200,67,4.8,0.43,867.9,6075.3,4,0.33,1,0.64,0
888049,Accra,15/02/2022,08/10/2025,74,1370,44,9.4,0.49,684.7,4792.9,4,0.4,1,0.41,0
434384,Kumasi,31/07/2023,17/03/2025,279,2006,107,9.6,0.63,550.4,3852.8,4,,1,0.92,0
549303,Accra,23/10/2023,22/10/2025,60,1187,45,8.9,0.74,462.4,3236.8,4,0.28,,0.26,0
226206,Accra,25/11/2023,20/12/2025,1,4913,20,8.9,0.64,653.4,4573.8,4,0.41,0,0.29,0
407248,Accra,25/10/2023,12/03/2024,649,6235,71,7.8,0.67,764.9,5354.3,4,0.34,1,0.87,1
838661,Accra,14/02/2023,03/06/2023,932,943,58,10.1,0.53,454.9,3184.3,5,0.24,1,0.47,1
122873,Kumasi,10/02/2024,25/07/2025,149,200,88,13.3,0.56,264.8,1853.6,4,0.27,1,0.65,0
985491,Accra,06/12/2022,10/12/2023,742,474,86,10.4,0.71,602.3,4216.1,4,0.35,1,0.91,1
649753,Takoradi,26/03/2024,29/09/2025,83,2639,112,7.5,0.71,711.6,4981.2,5,0.24,1,0.95,0
514546,Kumasi,17/03/2023,30/08/2025,113,8765,20,9.8,0.8,,2559.2,5,0.42,1,0.64,0
343761,Accra,19/04/2022,07/08/2023,867,4200,70,10.5,0.4,794.5,5561.5,5,0.34,1,0.54,1
922614,Cape Coast,11/01/2022,27/09/2022,1181,9787,20,5,0.68,100,700,5,0.4,1,0.24,1
133064,Kumasi,11/04/2022,17/08/2023,857,6377,96,5.6,0.79,179.3,1255.1,,0.25,0,0.22,1
309727,Cape Coast,22/09/2022,04/01/2023,1082,2123,116,7.8,0.76,347.3,2431.1,4,0.37,1,0.84,1
525037,Accra,16/08/2022,23/06/2025,181,4406,70,6.8,0.55,778.9,5452.3,,0.31,1,0.89,0
313057,Takoradi,07/06/2023,02/11/2025,49,,58,8.7,0.59,586.5,4105.5,4,0.36,0,0.56,0
127603,Accra,04/02/2024,18/10/2025,64,717,36,9.1,0.59,548.3,3838.1,5,0.23,0,0.51,0
968859,Accra,16/06/2023,24/12/2024,362,3078,131,12.6,0.65,585.2,4096.4,5,0.39,0,0.8,0
838165,Accra,26/07/2023,10/10/2023,803,6373,115,,0.56,469,3283,5,0.33,1,,1
367014,Kumasi,18/08/2023,22/04/2024,608,2270,111,14.1,0.45,959.1,,5,0.21,1,0.84,1
718214,Cape Coast,06/12/2023,10/06/2025,194,3287,109,6.9,0.74,433.4,3033.8,5,0.41,0,0.73,1
351981,Kumasi,13/08/2023,01/03/2025,295,2227,91,4.5,0.63,375.4,2627.8,5,0.23,1,0.65,0
280685,Accra,15/08/2022,03/02/2023,1052,8054,150,8.7,0.78,622.3,4356.1,4,0.34,1,0.94,1
250619,Accra,02/04/2023,15/03/2024,646,3461,112,7.2,0.51,231.9,1623.3,5,0.39,1,0.47,1
369182,Tamale,19/01/2023,30/07/2023,875,3039,60,8.7,0.63,275.4,1927.8,5,0.25,0,0.73,1
495822,Accra,05/02/2023,21/07/2024,518,3110,20,10,0.44,375.6,2629.2,4,0.32,1,0.88,0
452131,Kumasi,20/04/2023,13/01/2024,708,4982,20,4.3,0.49,163.2,1142.4,5,0.34,0,0.79,1
132400,Accra,01/03/2024,05/02/2025,319,4262,68,8.6,0.69,306.8,2147.6,5,0.34,1,0.83,1
516981,Tamale,27/11/2023,12/06/2025,192,6888,104,11.6,0.64,437.7,3063.9,5,0.19,1,,1
786779,Takoradi,09/12/2023,09/06/2024,560,9321,72,,0.54,505.8,3540.6,4,0.26,1,0.94,1
401286,Accra,28/05/2023,13/07/2023,892,1827,37,8.7,0.61,421.9,2953.3,4,0.37,1,0.77,1
945383,Cape Coast,04/06/2022,27/10/2024,420,4365,26,4,0.8,403.8,2826.6,,0.26,1,0.74,1
234962,Tamale,20/12/2022,20/09/2025,92,5409,79,8.6,0.42,567,3969,4,0.17,1,0.61,0
952119,Accra,26/01/2022,23/03/2023,1004,3942,86,7.5,0.64,283.9,1987.3,4,0.28,0,0.73,1
146629,Cape Coast,10/05/2023,01/10/2023,812,4043,20,11.7,0.79,,4319.7,5,0.41,0,0.74,1
570970,Tamale,18/04/2022,14/07/2023,891,,81,,0.51,558.8,3911.6,4,0.19,,0.7,1
824689,Tamale,30/10/2022,02/05/2023,964,6018,117,9.5,0.4,415.2,2906.4,5,0.48,1,0.52,1
405617,Takoradi,02/03/2023,30/12/2023,722,4478,86,9.5,0.5,576.6,4036.2,5,0.33,1,0.8,1
768646,Accra,29/03/2022,29/09/2025,83,4083,80,4.1,0.59,488.6,3420.2,5,0.23,1,0.68,0
495507,Accra,29/04/2022,21/10/2024,426,200,91,8.4,0.45,400.4,,5,0.36,1,1,0
655564,Accra,01/05/2024,14/07/2024,525,5698,100,9.5,0.62,492,3444,5,,0,0.59,1
319854,Accra,18/01/2024,26/03/2025,270,5879,53,6.7,0.7,589.1,4123.7,5,0.39,0,,0
435206,Accra,26/05/2022,15/12/2025,6,200,139,,,908.6,6360.2,5,0.36,1,0.67,0
931284,Accra,23/12/2022,06/06/2023,929,5919,103,7.5,0.56,460.2,3221.4,4,0.24,1,0.57,1
628883,Cape Coast,16/11/2022,06/09/2024,471,3308,82,9.4,0.58,391.9,2743.3,,0.24,1,0.66,0
820643,Kumasi,18/12/2022,19/07/2025,155,200,83,8.9,0.66,721.2,5048.4,4,0.4,1,0.81,0
802124,Cape Coast,12/04/2023,28/09/2023,815,,65,9.7,0.66,285.8,,5,0.24,,0.55,1
854849,Kumasi,14/03/2024,22/12/2024,364,291,138,8.7,0.62,426.2,2983.4,4,0.31,1,0.71,0
110662,Accra,31/07/2022,22/06/2024,547,1452,133,6.4,0.42,,5358.5,4,0.42,1,0.73,1
691759,Accra,18/06/2023,19/07/2023,886,5610,82,4,0.6,459.2,3214.4,4,0.17,,0.43,1
707493,Cape Coast,10/05/2023,13/06/2023,922,5764,102,13,0.41,471.6,3301.2,,0.33,0,0.84,1
224698,Accra,23/12/2022,16/01/2023,1070,5734,150,5.4,0.74,483.9,3387.3,4,0.3,0,0.49,1
751176,Accra,03/05/2023,10/07/2025,164,3230,100,6.1,0.69,632.7,4428.9,5,0.33,1,1,0
,Accra,10/04/2022,05/06/2022,1295,11885,26,9.4,0.58,,,4,0.23,1,0.21,1
861254,Kumasi,25/03/2023,27/05/2025,208,200,,9.6,0.62,506.3,3544.1,4,0.19,1,0.77,0
850561,Accra,10/01/2024,21/11/2025,30,977,20,15.1,0.56,351.9,2463.3,4,0.31,0,0.96,1
103052,Accra,15/12/2023,22/11/2025,29,4759,42,,0.7,744.6,5212.2,3,0.34,1,0.62,0
546605,Accra,09/04/2023,04/05/2023,962,1990,77,,0.78,702.2,4915.4,4,0.19,0,0.63,1
929607,Accra,23/11/2022,25/01/2023,1061,3173,90,4,0.7,262.3,,4,,0,0.96,1
649998,Accra,10/03/2022,29/08/2022,1210,4132,124,8,0.58,295.3,2067.1,,0.21,1,0.82,1
469170,Accra,04/11/2022,26/08/2024,482,3114,,10.5,0.45,527.9,3695.3,4,0.27,1,0.91,1
185687,Accra,15/02/2022,19/01/2023,1067,200,88,4.5,0.51,364.2,2549.4,4,0.46,1,0.76,1
531413,Kumasi,09/04/2024,30/11/2025,21,6483,92,5.1,0.63,617.8,4324.6,4,0.34,1,0.63,0
938418,Kumasi,29/12/2023,22/03/2024,639,6503,107,,0.41,,3335.5,4,0.38,1,0.76,1
306994,Accra,28/04/2022,15/10/2022,1163,8733,47,,0.65,433.7,3035.9,5,0.36,1,,1
732822,Accra,24/01/2022,18/02/2023,1037,200,46,7.9,0.52,391.5,2740.5,5,0.29,1,0.79,1
614922,Accra,19/05/2024,24/09/2025,88,6308,60,7.1,0.48,553.3,3873.1,5,0.41,1,0.85,0
532331,Accra,18/12/2022,08/07/2023,897,1410,77,6.5,0.62,510.5,3573.5,5,0.11,,0.47,1
701385,Accra,26/10/2023,18/01/2025,337,,40,12.1,0.6,305.8,,,0.19,1,0.95,0
283951,Kumasi,22/04/2022,30/04/2025,235,2044,66,8.4,0.56,244.4,1710.8,4,0.34,0,0.29,0
279022,Accra,25/11/2023,19/09/2025,93,1127,100,8.5,0.51,697.5,4882.5,4,0.2,,0.56,0
791349,Kumasi,30/03/2024,15/04/2025,250,5865,103,9.2,0.54,734.5,5141.5,5,0.3,0,0.94,0
720656,Accra,18/06/2022,14/10/2022,1164,9039,58,10.2,0.49,601.3,4209.1,5,0.16,1,0.66,1
466056,Accra,29/01/2024,05/11/2025,46,9918,47,6.7,0.78,638.5,4469.5,4,0.37,0,0.62,1
495991,Kumasi,07/09/2022,30/10/2022,1148,7107,20,4.4,0.69,709.5,4966.5,5,0.26,1,0.48,1
777748,Accra,13/06/2023,19/06/2025,185,655,97,4,0.51,616,4312,5,0.24,1,0.67,0
122838,Kumasi,28/06/2022,01/05/2023,965,,91,8.3,0.63,503.4,3523.8,4,0.37,1,,1
565992,Kumasi,20/07/2023,16/07/2024,523,3837,55,,0.5,514.8,3603.6,4,0.31,,0.54,1
236772,Kumasi,13/06/2022,15/03/2024,646,5598,20,4.7,0.42,260.6,1824.2,5,0.31,0,0.62,1
315963,Kumasi,05/12/2022,20/01/2025,335,6204,100,7.1,0.53,513.5,3594.5,5,0.17,1,0.86,0
924965,Accra,28/07/2023,16/06/2025,188,2609,,13,0.45,717.3,5021.1,4,0.27,1,0.84,1
517876,Accra,13/03/2023,09/07/2023,896,7753,49,6.6,0.7,100,700,4,0.24,1,0.63,1
247330,Kumasi,19/04/2023,11/07/2025,163,11060,36,11.1,0.78,665.2,4656.4,5,0.21,1,0.93,0
639677,Accra,26/08/2022,24/06/2025,180,5075,150,10.1,0.51,311.6,2181.2,4,0.25,1,0.91,1
121797,Accra,27/03/2024,18/01/2025,337,,77,5.9,0.77,363.7,2545.9,4,0.17,1,0.77,1
690620,Accra,19/02/2023,10/10/2024,437,,45,11.9,0.71,494.6,,5,0.37,1,0.92,1
385840,Cape Coast,07/10/2023,01/07/2024,538,7339,102,7.2,0.7,763.9,5347.3,3,0.23,1,0.39,0
367429,Cape Coast,10/07/2022,01/01/2023,1085,3990,81,9.3,0.53,383.7,2685.9,4,0.3,1,1,1
984336,Accra,18/10/2023,29/04/2025,236,8216,97,11,0.64,827.1,5789.7,5,0.27,1,0.58,0
301474,Takoradi,05/11/2023,05/04/2024,625,1115,,7.5,0.76,477.9,3345.3,4,0.29,1,0.74,1
980520,Accra,19/03/2023,23/11/2024,393,3806,79,4.2,0.53,306.5,2145.5,4,0.25,0,0.53,1
472222,Accra,10/02/2023,14/10/2025,68,9713,63,,0.6,491.8,3442.6,4,0.39,0,0.67,1
509174,Accra,30/01/2022,11/09/2023,832,3936,61,,0.65,635.3,4447.1,5,0.27,1,0.6,1
633963,Accra,26/01/2024,12/06/2025,192,4082,136,9.7,0.47,474.6,3322.2,4,0.25,1,0.77,0
117184,Accra,21/09/2023,09/03/2025,287,4659,53,6.5,0.58,185.1,1295.7,5,0.37,0,0.85,0
891699,Tamale,22/07/2022,26/12/2022,1091,1271,68,7.8,0.65,129.9,909.3,4,0.36,1,1,1
773832,Accra,30/08/2023,26/02/2024,664,2393,150,13.2,0.48,1102.3,7716.1,4,0.22,1,0.7,1
337439,Kumasi,16/03/2023,08/07/2025,166,3448,74,8.9,0.44,558.6,3910.2,5,0.35,1,0.79,0
782457,Accra,03/02/2023,17/09/2024,460,7525,94,6.4,0.65,783.2,5482.4,4,0.35,0,0.44,1
175911,Kumasi,05/01/2022,28/10/2024,419,4788,147,8.4,0.74,324.3,2270.1,4,0.34,,0.9,1
276682,Accra,23/12/2023,20/09/2025,92,8554,56,6.6,0.57,434.4,3040.8,5,0.37,1,0.81,0
850639,Kumasi,08/08/2022,03/11/2022,1144,5610,38,4.3,0.63,280,1960,5,0.33,,0.6,1
896075,Accra,30/07/2022,04/05/2024,596,,99,7.4,0.78,595.2,4166.4,5,0.25,1,0.83,1
637488,Tamale,13/10/2022,29/11/2024,387,5897,91,4,0.78,719.9,,5,0.3,0,,0
776651,Cape Coast,10/02/2024,05/06/2025,199,8767,150,8.4,0.63,100,700,4,0.23,1,0.7,1
897051,Accra,22/12/2023,02/02/2024,688,4178,90,7.3,0.64,179,1253,5,0.28,0,0.51,1
555235,Accra,08/04/2024,10/09/2025,102,4279,109,9.7,0.61,194.3,1360.1,4,0.28,0,,0
593496,Accra,26/03/2024,15/06/2025,189,814,86,,0.53,615.3,4307.1,4,0.39,0,0.65,1
125301,Takoradi,06/03/2022,19/10/2024,428,6678,47,5.1,0.48,395.4,2767.8,5,0.3,1,0.69,1
107425,Cape Coast,15/08/2023,11/09/2023,832,2530,23,5.3,0.57,687.2,,4,0.31,1,0.67,1
883849,Accra,15/04/2022,15/07/2022,1255,6186,111,9.7,0.79,396.5,2775.5,4,0.37,1,0.37,1
629740,Accra,29/03/2024,03/12/2025,18,4577,42,4,0.6,519.9,3639.3,5,0.26,1,0.49,0
579274,Cape Coast,04/07/2023,24/08/2023,850,555,103,4.7,0.55,800.6,5604.2,4,0.26,1,0.72,1
219342,Accra,11/07/2022,17/07/2022,1253,,82,4.8,0.66,300.7,2104.9,5,0.31,0,0.87,1
818398,Cape Coast,10/01/2023,29/06/2024,540,2716,,,0.64,543.9,3807.3,4,,,0.79,0
646852,Kumasi,30/11/2022,17/04/2024,613,200,,8,0.58,435.9,3051.3,5,0.29,1,0.75,1
620919,Cape Coast,21/07/2022,02/09/2024,475,5007,51,7.4,0.64,580.6,4064.2,5,0.31,0,0.5,0
230577,Accra,14/04/2023,02/04/2024,628,9140,,4,0.67,449.5,3146.5,5,0.23,1,0.71,1
803577,Accra,27/04/2022,21/11/2025,30,1075,66,4,0.71,,5407.5,5,0.33,,0.39,0
672686,Kumasi,26/09/2022,26/08/2024,482,200,80,10.5,0.54,391.1,2737.7,5,0.14,0,0.9,1
339317,Accra,18/11/2023,17/02/2024,673,10116,137,5.1,0.43,199.5,1396.5,4,0.41,0,0.84,1
154583,Accra,17/05/2023,22/05/2024,578,200,102,6.3,0.78,858.6,6010.2,4,0.24,1,0.84,1
771844,Accra,25/06/2023,06/07/2025,168,9300,71,11.2,0.52,403.5,2824.5,5,0.29,1,0.84,0
774035,Accra,17/10/2023,29/03/2025,267,7961,,7.6,0.62,484.7,3392.9,4,0.25,1,0.82,0
439112,Kumasi,17/11/2022,03/06/2024,566,4250,55,6.5,0.63,672,,3,0.36,1,0.5,1
555473,Accra,04/09/2023,28/02/2025,296,2075,46,4.5,0.44,600.5,4203.5,4,,1,0.35,1
311087,Accra,02/02/2023,07/12/2023,745,7427,97,11.6,0.69,616.1,4312.7,5,0.21,0,0.58,1
108981,Accra,18/09/2023,06/11/2024,410,4488,20,4,0.47,395.8,2770.6,3,0.25,1,0.83,1
779601,Accra,06/02/2023,21/03/2025,275,9528,97,,0.7,604.1,4228.7,5,0.25,1,0.94,0
292122,Accra,25/08/2023,24/03/2025,272,5619,150,7.2,0.47,567.3,3971.1,5,0.26,1,0.89,0
709019,Accra,27/04/2022,04/01/2023,1082,9319,122,9.5,,457.5,3202.5,5,0.2,1,0.54,1
833902,Kumasi,23/12/2022,19/04/2024,611,6417,36,7.5,0.53,571,3997,4,0.3,1,0.87,1
619897,Takoradi,27/12/2022,21/04/2025,244,7975,150,13.9,0.75,331.2,2318.4,4,0.26,1,0.78,1
183984,Takoradi,15/05/2024,15/10/2024,432,5094,111,5,0.47,,5212.9,4,0.37,1,0.94,1
428396,Accra,14/04/2023,09/07/2025,165,3831,36,4,0.66,,6210.4,4,0.21,1,1,0
125801,Accra,25/09/2023,27/06/2024,542,2747,,6.4,0.57,234.4,1640.8,5,0.35,0,0.62,1
415414,Accra,26/06/2022,09/05/2025,226,1267,55,7.5,0.51,490.5,3433.5,5,0.27,1,0.68,0
832119,Accra,13/04/2024,03/12/2024,383,3661,82,4,0.42,346.5,2425.5,4,0.37,1,0.58,1
382154,Cape Coast,21/11/2023,16/10/2024,431,994,100,8.1,0.7,160.8,1125.6,5,0.39,0,1,1
982622,Accra,24/12/2023,06/01/2025,349,2775,60,6.8,0.47,469.5,3286.5,4,0.24,1,0.68,1
622886,Accra,30/03/2024,20/05/2024,580,4700,63,7.5,0.79,,2982.7,5,0.42,,0.54,1
504364,Cape Coast,01/11/2022,20/11/2024,396,5587,94,11.7,0.58,651.8,4562.6,4,0.16,1,1,1
136719,Accra,22/09/2023,05/08/2024,503,8111,53,9.3,0.46,,5126.1,4,0.35,0,,1
794896,Accra,28/08/2023,17/12/2025,4,4762,86,4.1,0.43,454.6,3182.2,5,0.37,0,0.83,0
934363,Accra,28/03/2022,12/03/2023,1015,5455,112,5.5,0.63,795.8,5570.6,5,0.3,1,0.57,1
187745,Accra,20/11/2023,03/07/2025,171,3369,78,5.5,0.55,453.8,3176.6,5,0.35,1,0.9,0
526228,Kumasi,18/05/2022,25/06/2024,544,,136,15.2,0.62,548.1,3836.7,4,0.38,0,0.7,1
561531,Kumasi,17/11/2022,11/02/2023,1044,4230,76,8.7,0.73,639.9,4479.3,4,0.21,0,0.5,1
899235,Kumasi,01/05/2022,06/06/2025,198,10308,41,4,0.68,690.8,4835.6,4,0.28,0,0.99,1
115376,Accra,02/09/2022,22/11/2022,1125,5270,,8.8,0.73,668.4,,4,0.36,0,0.88,1
531172,Cape Coast,09/11/2022,29/06/2025,175,426,109,,0.47,395.8,2770.6,4,0.17,0,0.57,0
318850,Accra,30/04/2022,17/08/2022,1222,4698,84,9.4,0.62,710.6,4974.2,4,0.38,1,0.28,1
473166,Accra,07/07/2022,17/10/2024,430,1458,82,4,0.76,715.6,5009.2,5,0.33,0,0.97,1
192529,Accra,18/01/2023,19/03/2024,642,2049,,12.3,0.41,565.1,3955.7,5,0.3,1,0.54,1
969965,Accra,12/12/2023,15/08/2024,493,4155,83,11.5,0.56,537.2,3760.4,4,0.31,1,0.62,1
379373,Cape Coast,08/06/2023,14/02/2025,310,5149,129,8.2,0.72,756.9,5298.3,5,0.31,1,0.55,0
197555,Accra,02/02/2023,02/09/2025,110,1984,97,10,0.46,385.1,2695.7,4,0.48,1,0.95,1
520129,Cape Coast,05/03/2023,27/11/2024,389,200,88,8,0.74,343.1,2401.7,5,0.2,0,,1
251744,Accra,03/09/2023,01/09/2024,476,3612,61,5.2,0.71,345.9,2421.3,5,0.22,1,,1
697640,Accra,22/05/2022,26/06/2022,1274,3806,85,11.1,0.7,522,3654,5,0.22,1,0.51,1
326710,Takoradi,12/08/2023,11/10/2025,71,3735,26,4,0.64,388.8,2721.6,5,0.31,1,,0
786860,Accra,28/01/2023,11/02/2024,679,4640,104,7.8,0.69,460.8,3225.6,5,0.36,1,0.89,1
704146,Cape Coast,10/03/2023,17/07/2023,888,2721,60,10.8,0.64,517.6,3623.2,4,0.34,0,0.23,1
364531,Accra,10/07/2022,20/11/2022,1127,6742,54,7.9,0.47,815.4,5707.8,4,0.34,0,1,1
219095,Kumasi,14/05/2023,16/07/2023,889,6016,150,12,0.53,200.4,1402.8,5,0.37,1,0.92,1
966603,Accra,13/10/2023,14/07/2024,525,6468,107,7.9,0.53,296.2,,5,0.17,1,0.97,0
600884,Accra,05/07/2023,04/10/2025,78,8401,33,9.9,0.57,675.7,4729.9,4,,0,0.74,0
366441,Accra,12/12/2023,30/01/2024,691,5425,122,6.9,,874.5,6121.5,5,0.37,1,0.45,1
198752,Cape Coast,23/10/2023,26/02/2024,664,4161,20,13.4,0.46,,4472.3,5,0.36,1,0.67,1
564764,Accra,27/06/2022,07/09/2024,470,3700,46,12.4,0.78,311.3,2179.1,,0.4,0,0.93,1
867248,Accra,23/07/2023,07/04/2024,623,6110,96,6.3,0.43,624.1,4368.7,5,0.28,0,0.57,1
218632,Accra,20/06/2022,07/06/2025,197,4231,80,5.6,0.61,618.8,4331.6,4,0.29,1,0.61,0
619826,Accra,17/05/2023,22/09/2023,821,200,54,10.1,0.42,673.2,4712.4,5,0.33,1,0.55,1
821444,Cape Coast,23/10/2022,05/12/2025,16,,90,7.9,0.51,595.9,,5,0.32,0,0.75,1
878810,Accra,24/05/2022,12/05/2025,223,8431,59,8,0.62,653,4571,5,0.29,1,0.82,0
386045,Accra,19/11/2022,08/05/2024,592,5031,99,8.1,0.58,597.5,4182.5,4,0.26,1,0.62,1
971612,Accra,12/05/2024,01/02/2025,323,5644,137,10.5,0.65,685.2,4796.4,4,0.21,1,0.5,1
421961,Cape Coast,07/04/2023,18/12/2025,3,3740,102,4,0.61,462.2,3235.4,5,0.36,0,0.5,0
385084,Accra,27/09/2023,18/07/2025,156,1979,73,10,0.49,412.8,2889.6,5,0.46,0,0.88,1
191544,Cape Coast,24/02/2022,23/02/2023,1032,820,97,7.1,0.53,192.9,1350.3,5,0.31,1,0.72,1
477928,Accra,03/01/2023,31/08/2025,112,4569,20,9.2,0.4,648.6,4540.2,5,0.19,1,0.95,0
731359,Kumasi,12/05/2023,30/10/2025,52,8628,92,6,0.56,614.8,4303.6,5,0.36,1,0.85,0
243092,Accra,20/05/2022,12/10/2023,801,5435,150,7.3,0.58,257.6,1803.2,5,0.27,1,0.62,1
400646,Accra,19/07/2022,10/06/2025,194,2816,92,,0.73,263.4,1843.8,5,0.22,1,0.84,0
178229,Kumasi,14/04/2024,30/10/2024,417,4893,93,9.1,0.41,364,2548,5,0.28,0,0.78,1
729999,Accra,29/01/2023,14/03/2025,282,1970,20,9,0.46,666.1,4662.7,4,0.36,0,0.8,0
437540,Accra,31/10/2023,11/05/2024,589,,64,10.2,0.73,518.6,3630.2,4,0.25,0,0.5,1
303426,Kumasi,22/05/2023,14/11/2024,402,5635,150,8.2,0.68,456.1,3192.7,4,0.36,1,0.47,1
930154,Accra,23/02/2023,05/07/2023,900,3494,90,,0.78,210,,5,0.28,1,0.58,1
446228,Accra,03/12/2023,16/01/2025,339,6678,73,6.7,0.48,531,3717,4,,1,0.74,0
728705,Cape Coast,19/05/2023,18/02/2024,672,7798,105,6.4,0.54,488.9,3422.3,4,0.48,1,0.88,1
387251,Kumasi,02/03/2023,11/07/2024,528,6154,67,8.3,0.53,354.7,2482.9,5,0.29,,0.52,1
647685,Kumasi,29/12/2023,05/06/2024,564,9972,102,6.4,0.58,790.6,5534.2,4,0.34,1,0.96,1
819148,Accra,10/05/2024,17/07/2024,522,7106,30,11.5,0.45,637.2,4460.4,5,0.35,1,0.73,1
884141,Accra,31/03/2023,23/08/2023,851,4105,140,4,0.7,361.1,,4,0.33,1,0.86,1
345620,Accra,16/05/2023,29/04/2025,236,3391,96,4,,735,5145,4,0.38,1,0.68,1
377768,Cape Coast,21/06/2022,18/09/2024,459,2776,99,16.5,0.67,780.2,5461.4,4,0.29,1,0.6,1
739411,Accra,26/03/2022,14/09/2025,98,1873,59,7.3,,433,3031,4,0.48,1,0.62,0
104959,Accra,02/08/2023,27/06/2025,177,4995,118,,0.74,606.2,4243.4,4,0.26,1,0.36,1
748413,Accra,01/02/2022,29/09/2023,814,2904,28,6.5,0.52,540,3780,4,0.25,1,0.44,1
857553,Accra,25/03/2024,16/09/2024,461,200,60,9.2,0.55,168.8,1181.6,5,0.41,0,0.94,1
267198,Accra,19/02/2024,07/08/2025,136,6394,96,10.5,0.51,458.1,3206.7,5,0.26,1,0.56,1
641060,Accra,14/08/2022,28/10/2025,54,2256,77,11.4,0.5,661.7,4631.9,5,0.33,0,0.86,0
777578,Accra,27/10/2022,18/07/2024,521,200,40,10.2,0.61,528.1,3696.7,5,0.38,0,0.86,1
314051,Kumasi,03/02/2022,18/05/2024,582,7350,72,6.5,0.54,683.6,4785.2,,0.31,1,0.85,1
420161,Accra,09/10/2022,10/06/2024,559,7457,60,4,0.65,553.6,3875.2,5,0.45,0,0.66,1
384599,Accra,19/08/2022,10/07/2023,895,570,53,9.9,0.74,434.4,3040.8,5,0.28,1,0.14,1
289432,Kumasi,05/07/2023,27/07/2023,878,2391,141,8.6,0.57,787.3,5511.1,4,0.26,1,1,1
132735,Kumasi,23/10/2022,04/03/2024,657,1586,52,4.5,0.52,419.3,2935.1,4,0.29,1,1,1
823001,Takoradi,22/06/2022,29/10/2024,418,2072,36,,0.59,479.4,3355.8,5,0.32,1,0.85,1
234278,Tamale,10/03/2024,22/07/2024,517,200,38,7.7,,777.7,5443.9,5,0.39,1,0.89,1
765428,Accra,14/04/2023,26/04/2024,604,,61,12.4,0.66,983.6,6885.2,,0.34,1,0.66,1
412802,Accra,03/08/2023,12/08/2025,131,2866,85,11.1,0.45,670.8,4695.6,4,0.27,1,0.26,0
204946,Accra,31/01/2024,26/07/2025,148,8739,96,13.9,0.48,477.1,3339.7,4,0.27,0,0.67,0
645061,Accra,02/03/2024,18/05/2025,217,4422,150,,0.53,418.7,2930.9,5,0.15,0,0.8,0
984907,Tamale,24/02/2024,01/10/2024,446,2379,20,9.2,0.64,288.4,2018.8,5,0.38,1,0.26,1
417152,Accra,23/05/2023,07/09/2023,836,4664,31,7.3,0.68,771.3,,4,0.29,1,0.48,1
173916,Takoradi,17/07/2023,30/05/2024,570,200,52,9,0.69,717,5019,4,0.21,1,0.59,0
159314,Accra,08/06/2023,13/08/2025,130,4229,49,7.5,0.79,399.1,2793.7,,0.39,1,0.5,0
336576,Accra,26/04/2022,24/09/2023,819,2012,23,13.4,0.43,416,2912,5,0.29,0,0.58,1
118510,Cape Coast,27/04/2022,29/11/2024,387,5384,150,10.9,0.51,328.2,2297.4,5,0.34,1,,0
651171,Accra,02/10/2022,25/12/2022,1092,2344,115,4.8,0.41,430.4,3012.8,4,0.24,1,0.43,1
854283,Kumasi,04/03/2024,08/04/2025,257,4816,41,8.6,0.8,,3591.7,5,0.3,0,0.78,1
332380,Accra,11/07/2023,05/05/2024,595,1926,76,11.1,0.58,829.9,5809.3,4,0.39,1,0.85,1
945453,Accra,23/04/2024,28/05/2025,207,833,75,7.4,0.57,379.8,2658.6,5,0.32,1,0.82,1
128669,Accra,11/01/2023,28/11/2023,754,6747,98,10.3,0.61,819.9,5739.3,4,0.27,1,0.53,1
904177,Accra,10/07/2023,08/07/2024,531,7084,77,4,0.69,557.6,3903.2,5,0.28,1,0.64,0
919115,Accra,22/04/2024,10/05/2025,225,4620,61,10.4,0.77,131.3,919.1,4,0.29,1,0.77,1
913725,Accra,14/02/2024,08/12/2024,378,6343,150,7.3,0.67,705.6,4939.2,4,0.29,0,0.38,1
365199,Accra,12/02/2022,10/05/2022,1321,200,68,7.3,,218.1,1526.7,5,0.3,1,0.85,1
